REGISTRATION_DATE,START_DATE,END_DATE,VERSION_EN,AREA_EN,CONTRACT_AMOUNT,ANNUAL_AMOUNT,IS_FREE_HOLD_EN,ACTUAL_AREA,PROP_TYPE_EN,PROP_SUB_TYPE_EN,ROOMS,USAGE_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PARKING,TOTAL_PROPERTIES,MASTER_PROJECT_EN,PROJECT_EN
"2026-06-30 17:38:51","2026-08-01 00:00:00","2027-07-31 00:00:00","Renewed","Nad Al Hamar","63063","63063","Free Hold","124.5","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:39:13","2026-07-03 00:00:00","2027-07-02 00:00:00","Renewed","Al Barshaa South Third","45000","45000","Free Hold","39.91","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","Jewelz Residence"
"2026-06-30 17:40:26","2026-06-20 00:00:00","2027-07-19 00:00:00","Renewed","Hor Al Anz","176000","176000","Non Free Hold","400","Villa","Villa","","Residential","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","0","1","",""
"2026-06-30 17:40:28","2026-07-10 00:00:00","2027-07-09 00:00:00","New","Al Mararr","24000","24000","Non Free Hold","22.68","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:40:37","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Al Jadaf","85000","85000","Free Hold","70.33","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Downtown Dubai","","1","","Fawad Azizi Residence"
"2026-06-30 17:40:50","2026-06-18 00:00:00","2027-06-17 00:00:00","Renewed","Nad Al Shiba Third","230000","230000","Non Free Hold","408","Villa","Villa","","Residential","Creek Metro Station","City Centre Mirdif","","2","1","",""
"2026-06-30 17:40:50","2026-07-05 00:00:00","2027-07-04 00:00:00","New","Jabal Ali First","61000","61000","Free Hold","127","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"2026-06-30 17:40:52","2026-07-15 00:00:00","2027-07-14 00:00:00","Renewed","Oud Metha","112000","112000","Non Free Hold","148","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:40:57","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Nahda Second","80000","80000","Non Free Hold","132.43","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:40:59","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barsha South Fourth","88000","88000","Free Hold","71.15","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"2026-06-30 17:41:02","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","20000","20000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:41:32","2026-06-25 00:00:00","2027-07-24 00:00:00","New","Al Suq Al Kabeer","53000","53000","Non Free Hold","41","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:41:37","2025-12-14 00:00:00","2026-12-13 00:00:00","Renewed","Al Jadaf","41000","41000","Free Hold","57.84","Unit","Flat","","Residential","Creek Metro Station","Dubai Mall","Dubai International Airport","","1","","NASTARAN TOWER"
"2026-06-30 17:41:56","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:42:07","2026-07-18 00:00:00","2027-07-17 00:00:00","Renewed","Madinat Dubai Almelaheyah","65100","65100","Non Free Hold","88","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:42:29","2026-07-05 00:00:00","2027-07-04 00:00:00","Renewed","Madinat Al Mataar","51000","51000","Free Hold","72.5","Unit","Flat","","Residential","","","","","1","",""
"2026-06-30 17:42:31","2026-03-01 00:00:00","2027-02-28 00:00:00","Renewed","Jabal Ali First","376250","376250","Free Hold","564","Villa","Villa","5","Residential","","","","","1","","Murooj Al Furjan 2 "
"2026-06-30 17:42:32","2026-10-10 00:00:00","2027-10-09 00:00:00","Renewed","Al Suq Al Kabeer","64000","64000","Non Free Hold","80.36","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:43:06","2025-11-10 00:00:00","2026-11-09 00:00:00","Renewed","Al Nahda First","80000","80000","Non Free Hold","90.49","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:43:32","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Hor Al Anz East","60000","60000","Non Free Hold","71.07","Unit","Office","","Commercial","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:43:38","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Barsha South Fifth","50000","50000","Free Hold","76","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","IMPERIAL RESIDENCE"
"2026-06-30 17:43:51","2026-08-01 00:00:00","2027-07-31 00:00:00","New","Muhaisanah First","115000","115000","Free Hold","124.17","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:44:02","2026-07-04 00:00:00","2027-07-03 00:00:00","New","Al Muteena","68000","68000","Non Free Hold","104.41","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:44:21","2026-10-01 00:00:00","2027-09-30 00:00:00","Renewed","Naif","40000","40000","Non Free Hold","17","Unit","Shop","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:44:23","2026-06-26 00:00:00","2027-06-25 00:00:00","Renewed","Naif","50000","50000","Non Free Hold","220","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:44:34","2026-03-11 00:00:00","2027-03-10 00:00:00","Renewed","Trade Center Second","290935","290935","Non Free Hold","174.38","Unit","Office","","Commercial","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:44:39","2026-06-25 00:00:00","2027-06-24 00:00:00","Renewed","Marsa Dubai","73000","73000","Free Hold","69.67","Unit","Flat","","Residential","Mina Seyahi","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 17:44:43","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Business Bay","85000","85000","Free Hold","90.26","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","Royal Regency"
"2026-06-30 17:44:45","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Business Bay","20000","20000","Free Hold","10","Virtual Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","CLOVER BAY"
"2026-06-30 17:44:47","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:44:50","2026-07-10 00:00:00","2027-07-09 00:00:00","New","Nadd Hessa","125000","125000","Free Hold","135.5","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"2026-06-30 17:44:55","2026-07-25 00:00:00","2027-07-24 00:00:00","New","Al Warsan First","40000","40000","Free Hold","54","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:45:01","2026-07-06 00:00:00","2027-07-05 00:00:00","Renewed","Business Bay","95000","95000","Free Hold","125.98","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:45:12","2026-07-03 00:00:00","2027-07-02 00:00:00","New","Jabal Ali Industrial Second","43000","43000","Free Hold","30","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","PRIME BUSINESS AVENUE"
"2026-06-30 17:45:12","2026-07-03 00:00:00","2027-07-02 00:00:00","New","Jabal Ali Industrial Second","43000","43000","Free Hold","30","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","Azizi Aura Residences"
"2026-06-30 17:45:41","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:45:51","2026-01-20 00:00:00","2027-01-19 00:00:00","Renewed","Warsan Fourth","48000","48000","Free Hold","55.95","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:45:54","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Merkadh","80000","80000","Free Hold","47.81","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Sobha Hartland Waves"
"2026-06-30 17:46:10","2026-07-06 00:00:00","2027-07-05 00:00:00","New","Al Barsha South Fourth","35000","35000","Free Hold","38.35","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","KNIGHT BRIDGE COURT & KENSNGTON MANOR"
"2026-06-30 17:46:12","2026-06-28 00:00:00","2027-06-27 00:00:00","Renewed","Mirdif","220000","220000","Non Free Hold","1394","Villa","Villa","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:46:47","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Wadi Al Safa 5","38000","38000","Free Hold","36.32","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Time 1"
"2026-06-30 17:46:47","2026-07-12 00:00:00","2027-07-11 00:00:00","Renewed","Al Ras","120000","120000","Non Free Hold","17.65","Unit","Shop","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:46:56","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Madinat Hind 4","50000","50000","Free Hold","70","Unit","Hotel","","Commercial","","","","","1","","DAMAC HILLS (2) - VIRIDIS "
"2026-06-30 17:47:05","2026-07-02 00:00:00","2027-07-01 00:00:00","New","Al Yelayiss 2","105000","105000","Free Hold","130.83","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","","TOWN SQUARE ZAHRA"
"2026-06-30 17:47:11","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Mirdif","95000","95000","Free Hold","167","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","","MIRDIF HILLS- NASAYEM AVENUE"
"2026-06-30 17:47:18","2026-05-11 00:00:00","2029-05-10 00:00:00","Renewed","Business Bay","367962.24","122654.08","Free Hold","56.97","Unit","Shop","","Commercial","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 17:47:21","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Nahda First","70000","70000","Non Free Hold","135.63","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:47:22","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:47:33","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Palm Jumeirah","170000","170000","Free Hold","144","Unit","Flat","","Residential","Palm Jumeirah","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 17:48:03","2026-06-21 00:00:00","2027-06-20 00:00:00","New","Jumeirah First","90000","90000","Free Hold","76","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","","LA RIVE"
"2026-06-30 17:48:13","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Jabal Ali First","15000","15000","Free Hold","10","Virtual Unit","Office","","Commercial","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 17:48:59","2026-07-20 00:00:00","2027-07-19 00:00:00","New","Business Bay","150000","150000","Free Hold","114","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"2026-06-30 17:49:03","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barsha South Fourth","100000","100000","Free Hold","109","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","RA1N Residence"
"2026-06-30 17:49:03","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barsha South Fourth","100000","100000","Free Hold","109","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","MAG226"
"2026-06-30 17:49:19","2026-04-16 00:00:00","2027-04-15 00:00:00","New","Jabal Ali First","43000","43000","Free Hold","45","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"2026-06-30 17:50:04","2026-06-05 00:00:00","2027-07-04 00:00:00","New","Al Jadaf","85000","85000","Non Free Hold","119","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:50:09","2026-01-01 00:00:00","2026-12-31 00:00:00","Renewed","Hor Al Anz","79695","79695","Non Free Hold","15.61","Unit","Shop","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:51:00","2026-07-06 00:00:00","2027-07-05 00:00:00","New","Al Warsan First","100000","100000","Free Hold","113.35","Unit","Office","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","1","","INDIGO OPTIMA 1"
"2026-06-30 17:51:07","2026-07-10 00:00:00","2027-07-09 00:00:00","Renewed","Nad Al Hamar","47250","47250","Free Hold","84.64","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:51:16","2026-05-15 00:00:00","2027-05-14 00:00:00","Renewed","Al Barsha First","190050","190050","Non Free Hold","332","Villa","Complex Villas","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","2","1","",""
"2026-06-30 17:51:27","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Yelayiss 2","62000","62000","Free Hold","58","Unit","Flat","","Residential","","","","","1","","HOLLAND GARDENS "
"2026-06-30 17:51:32","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Murqabat","41286","41286","Non Free Hold","100","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:51:40","2025-12-29 00:00:00","2026-12-28 00:00:00","New","Jabal Ali Industrial First","96000","96000","Free Hold","19.08","Unit","Labor Camps","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"2026-06-30 17:51:41","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:52:07","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Oud Metha","75000","75000","Non Free Hold","110","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 17:52:07","2026-07-25 00:00:00","2027-07-24 00:00:00","New","Al Yufrah 1","120000","120000","Free Hold","174","Villa","Villa","3","Residential","","","","","1","","The Valley - Eden"
"2026-06-30 17:52:08","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Al Khabeesi","15000","15000","Non Free Hold","21","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 17:52:11","2026-06-21 00:00:00","2027-06-20 00:00:00","New","Al Warsan First","30000","30000","Free Hold","44.5","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:52:19","2026-07-25 00:00:00","2027-07-24 00:00:00","New","Al Warsan First","30000","30000","Free Hold","39","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 17:52:46","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"2026-06-30 17:52:49","2026-05-01 00:00:00","2027-04-30 00:00:00","Renewed","Al Goze Industrial First","400000","400000","Non Free Hold","3000","Unit","Showroom","","Commercial","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"2026-06-30 17:52:57","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barsha South Fourth","123000","123000","Free Hold","122","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","The Residence By Prestige One"
"2026-06-30 17:53:30","2026-06-12 00:00:00","2027-06-11 00:00:00","Renewed","Marsa Dubai","110000","110000","Free Hold","102","Unit","Flat","","Residential","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","","1","",""
