TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"39-391-2026","2026-06-30 13:25:41","Mortgage","Development Mortgage","Ready","Non Free Hold","Residential","DUBAI INVESTMENT PARK FIRST","Building","Villa","2070852","374.72","374.72","3 B/R","","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"39-392-2026","2026-07-01 11:00:18","Mortgage","Development Mortgage","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","460000","86.49","86.49","1 B/R","B-13","","","IMG World Adventures","0","0","","AXIS  RESIDENCES 1"
"39-393-2026","2026-06-30 15:24:40","Mortgage","Development Mortgage","Ready","Non Free Hold","Residential","DUBAI INVESTMENT PARK FIRST","Unit","Office","770000","95.59","95.59","Office","LB-1200","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","SCHON BUSINESS PARK"
"39-394-2026","2026-07-01 11:10:38","Mortgage","Development Mortgage","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","1080000","127.88","127.88","2 B/R"," B-126  &  B-127","","","IMG World Adventures","0","0","",""
"39-395-2026","2026-07-01 13:43:56","Mortgage","Development Mortgage","Ready","Non Free Hold","Residential","DUBAI INVESTMENT PARK FIRST","Building","Villa","4020000","898.93","898.93","4 B/R","","DANUBE Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"41-8731-2026","2026-06-30 09:03:34","Sales","Delayed Sell","Ready","Free Hold","Residential","Madinat Al Mataar","Land","Airport","5600000","426.3","426.3","","","","","","0","0","","Fairway Villas 2"
"41-8807-2026","2026-06-30 13:52:15","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1200000","80.31","80.31","1 B/R","P2-49","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Hadley Heights"
"41-8830-2026","2026-06-30 08:54:07","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1780000","111.5","111.5","2 B/R","G-154","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","JANNAT"
"41-8868-2026","2026-06-30 08:42:28","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","580000","31.97","31.97","Studio","P3-109","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","SKYZ By Danube"
"41-8870-2026","2026-06-29 15:51:29","Sales","Delayed Sell","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","6600000","205.58","205.58","3 B/R","B3-3621, B3-3622","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","ACT ONE | ACT TWO"
"41-8873-2026","2026-06-29 15:37:44","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1696888","43.56","43.56","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","UPSIDE Living"
"41-8875-2026","2026-06-29 16:02:52","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1703888","43.71","43.71","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","UPSIDE Living"
"41-8877-2026","2026-06-29 17:48:35","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2350000","144","144","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"41-8879-2026","2026-06-29 16:56:32","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1920888","49.3","49.3","Studio","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","UPSIDE Living"
"41-8881-2026","2026-06-29 17:10:26","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","1684545","77.13","77.13","1 B/R","B1-25","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"41-8882-2026","2026-06-29 17:27:57","Sales","Delayed Sell","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","967010","31.95","31.95","Studio","B2-57","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","AZIZI RIVIERA 65"
"41-8891-2026","2026-06-29 18:06:40","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","1048667","44.6","44.6","Studio","G-39","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"41-8892-2026","2026-06-29 19:31:30","Sales","Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","2050000","127.27","127.27","2 B/R","G-25","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"41-8893-2026","2026-06-29 18:54:16","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","2070093","108.26","108.26","2 B/R","B1-59","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"41-8897-2026","2026-06-30 12:16:45","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 7","Land","Residential","7096000","470.84","470.84","","","","","","0","0","","The Acres 3 & Estates "
"41-8898-2026","2026-06-30 08:40:23","Sales","Delayed Sell","Ready","Free Hold","Commercial","Me'Aisem First","Land","Commercial","12884000","570","570","","","","","","0","0","","Cedarwood Estates"
"41-8899-2026","2026-06-30 09:18:30","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 5","Land","Residential","5500000","435.05","435.05","","","","","","0","0","","Haven By Aldar 2"
"41-8901-2026","2026-06-30 09:16:42","Sales","Delayed Sell","Ready","Free Hold","Commercial","Me'Aisem First","Land","Commercial","25831000","1084.86","1084.86","","","","","","0","0","","Cedarwood Estates"
"41-8902-2026","2026-06-30 09:22:03","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 7","Unit","Flat","702000","44.8","44.8","1 B/R","G-209","","","","0","0","","RUKAN"
"41-8903-2026","2026-06-30 10:36:58","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 7","Land","Residential","9900000","956.26","956.26","","","","","","0","0","","The Acres"
"41-8904-2026","2026-06-30 09:24:50","Sales","Delayed Sell","Ready","Free Hold","Commercial","Me'Aisem First","Land","Commercial","25267000","1027.48","1027.48","","","","","","0","0","","Cedarwood Estates"
"41-8905-2026","2026-06-30 09:31:24","Sales","Delayed Sell","Ready","Free Hold","Commercial","Me'Aisem First","Land","Commercial","18131000","925.73","925.73","","","","","","0","0","","Cedarwood Estates"
"41-8906-2026","2026-06-30 10:06:36","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1290000","71.61","71.61","1 B/R","P-26","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","PARK LANE 2 BY HEILBRONN"
"41-8907-2026","2026-06-30 09:46:17","Sales","Delayed Sell","Ready","Free Hold","Commercial","Me'Aisem First","Land","Commercial","32524000","1470.21","1470.21","","","","","","0","0","","Cedarwood Estates"
"41-8908-2026","2026-06-30 12:48:22","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","3261000","244.66","244.66","","","","","","0","0","","DAMAC ISLANDS - MALDIVES 4"
"41-8909-2026","2026-06-30 09:56:55","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yufrah 1","Land","Residential","7114690","520.01","520.01","","","","","","0","0","","The Valley - Avelia"
"41-8910-2026","2026-06-30 10:45:16","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 3","Land","Residential","8750000","660.4","660.4","","","","","","0","0","","Mohammed Bin Rashid Al Maktoum City, District 11- Opal Gardens"
"41-8913-2026","2026-06-30 10:45:20","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1287384","77.89","77.89","1 B/R","P1-174","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"41-8914-2026","2026-06-30 10:52:04","Sales","Delayed Sell","Ready","Free Hold","Commercial","Al Yelayiss 5","Land","Commercial","11422888","642.17","642.17","","","","","","0","0","","Salva The Heights"
"41-8915-2026","2026-06-30 12:43:45","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","6500000","147.87","147.87","3 B/R","P06-008,P06-009","","","","0","0","","Beach Mansion"
"41-8916-2026","2026-06-30 11:33:22","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","720000","67.99","67.99","Studio","GZ3H19","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
"41-8918-2026","2026-06-30 11:04:38","Sales","Delayed Sell","Ready","Free Hold","Residential","Me'Aisem Second","Land","General Use","22518888","960.03","960.03","","","","","","0","0","","Mareva The Oasis"
"41-8919-2026","2026-06-30 14:03:52","Sales","Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","2640000","143.78","143.78","3 B/R","G-71,G-72","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","ZaZEN Ivy"
"41-8920-2026","2026-06-30 11:06:40","Sales","Delayed Sell","Ready","Free Hold","Residential","Me'Aisem First","Land","","8839777","454.53","454.53","","","","","","0","0","","Pinewood Estate Homes"
"41-8921-2026","2026-06-30 11:06:50","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1266408","81.82","81.82","1 B/R","P3-24","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"41-8922-2026","2026-06-30 12:06:56","Sales","Delayed Sell","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","1130000","69.31","69.31","1 B/R","G-85","","","","0","0","","MAG EYE Phase 1"
"41-8925-2026","2026-07-01 11:53:34","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","2377000","144.02","144.02","","","","","","0","0","","DAMAC ISLANDS - BALI 1"
"41-8926-2026","2026-06-30 15:57:40","Sales","Delayed Sell","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1560000","63.57","63.57","1 B/R","P1-181","","","","0","0","","Sobha Hartland - The Crest"
"41-8927-2026","2026-06-30 13:05:46","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2650000","146.51","146.51","","","","","","0","0","","DAMAC LAGOONS - MALTA (2)"
"41-8931-2026","2026-06-30 13:33:42","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","2300000","140.43","140.43","3 B/R","","","","","0","0","","Aura"
"41-8935-2026","2026-06-30 16:52:10","Sales","Delayed Sell","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","4650000","254.7","254.7","","","","","","0","0","","Jebel Ali Village Townhouses- Phase 1"
"41-8937-2026","2026-06-30 12:57:19","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Satwa","Unit","Flat","2585000","128.66","128.66","2 B/R","G-23","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","WAHA LIVING by AL YAKKA"
"41-8943-2026","2026-06-30 13:24:44","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2990000","181.68","181.68","","","","","","0","0","","DAMAC LAGOONS - COSTA BRAVA (2)"
"41-8945-2026","2026-06-30 13:38:08","Sales","Delayed Sell","Ready","Free Hold","Residential","LIWAN","Unit","Flat","600000","41.61","41.61","Studio","G-33","","","IMG World Adventures","0","0","","Celine By Vision"
"41-8946-2026","2026-06-30 15:29:54","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2600000","144","144","","","","","","0","0","","DAMAC LAGOONS - SANTORINI (2)"
"41-8955-2026","2026-06-30 16:37:14","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","3048000","144.03","144.03","","","","","","0","0","","DAMAC ISLANDS - BORA BORA 2"
"41-8957-2026","2026-06-30 16:53:09","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yufrah 1","Land","Residential","7424888","654.31","654.31","","","","","","0","0","","The Valley - Avelia"
"41-8959-2026","2026-06-30 18:09:25","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 3","Land","Residential","6231467","372.94","372.94","","","","","","0","0",""," The Wilds 3 "
"41-8960-2026","2026-06-30 17:46:09","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3092000","144.01","144.01","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"41-8963-2026","2026-07-01 09:07:43","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yufrah 1","Land","Residential","7343888","586.21","586.21","","","","","","0","0","","The Valley - Avelia"
"41-8964-2026","2026-07-01 09:37:51","Sales","Delayed Sell","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","2680000","136.49","136.49","2 B/R","P2-175","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland - Crest Grande"
"41-8966-2026","2026-07-01 09:42:12","Sales","Delayed Sell","Ready","Free Hold","Residential","Nad Al Shiba First","Land","Residential","13632000","626.96","626.96","","","","","","0","0","","Nad Al Sheba Gardens Phase 11"
"41-8967-2026","2026-07-01 09:47:43","Sales","Delayed Sell","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","3056000","238.51","238.51","","","","","","0","0","","DAMAC HILLS (2) - PARK GREENS 3"
"41-8968-2026","2026-07-01 09:55:12","Sales","Delayed Sell","Ready","Free Hold","Residential","Nad Al Shiba First","Land","Residential","15634000","594","594","","","","","","0","0","","Nad Al Sheba Gardens Phase 11"
"41-8970-2026","2026-07-01 10:08:17","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","525000","36.87","36.87","Studio","G-32","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","AMAL TOWER"
"41-8972-2026","2026-07-01 10:15:00","Sales","Delayed Sell","Ready","Free Hold","Commercial","Palm Jabal Ali","Land","Commercial","48128000","1830.37","1830.37","","","","","","0","0","","Palm Jebel Ali - The Beach and Coral Collection - Frond E"
"41-8973-2026","2026-07-01 10:39:12","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3200000","219.6","219.6","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"41-8974-2026","2026-07-01 10:22:15","Sales","Delayed Sell","Ready","Free Hold","Commercial","Palm Jabal Ali","Land","Commercial","49098000","1726.91","1726.91","","","","","","0","0","","Palm Jebel Ali - The Beach and Coral Collection - Frond E"
"41-8975-2026","2026-07-01 10:34:36","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","2988000","144","144","","","","","","0","0","","DAMAC ISLANDS - FIJI 2"
"41-8977-2026","2026-07-01 10:47:18","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Yelayiss 1","Land","","3213000","144.95","144.95","","","","","","0","0","","DAMAC ISLANDS - MALDIVES 4"
"41-8978-2026","2026-07-01 11:55:04","Sales","Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1375000","107.07","107.07","2 B/R","P2-232","","","","0","0","","EQUITI HOME"
"41-8979-2026","2026-07-01 11:43:55","Sales","Delayed Sell","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1600000","84.09","84.09","1 B/R","P3-195","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland - Crest Grande"
"41-8982-2026","2026-07-01 12:33:37","Sales","Delayed Sell","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3950000","126","126","3 B/R","B1-183, B1-184","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","Burj Crown"
"41-8983-2026","2026-07-01 11:24:54","Sales","Delayed Sell","Ready","Free Hold","Residential","Me'Aisem Second","Land","General Use","17523270","895.94","895.94","","","","","","0","0","","The Oasis - Palmiera Collective"
"41-8984-2026","2026-07-01 13:03:52","Sales","Delayed Sell","Ready","Free Hold","Residential","Wadi Al Safa 5","Land","Residential","6500000","432.74","432.74","","","","","","0","0","","Arabian Ranches lll - Caya"
"41-8985-2026","2026-07-01 11:32:00","Sales","Delayed Sell","Ready","Free Hold","Commercial","Me'Aisem First","Land","Commercial","12974000","600.7","600.7","","","","","","0","0","","Cedarwood Estates"
"41-8986-2026","2026-07-01 12:00:41","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fourth","Land","Land","10050000","492.58","492.58","","","","","","0","0","","Harmony"
"41-8987-2026","2026-07-01 12:15:14","Sales","Delayed Sell","Ready","Free Hold","Residential","Zaabeel Second","Unit","Flat","4500000","151.54","151.54","3 B/R","P3-247,P3-248","Financial Centre","Dubai Mall","Burj Khalifa","0","0","","Downtown Views II"
"41-8990-2026","2026-07-01 12:07:13","Sales","Delayed Sell","Ready","Free Hold","Residential","TECOM SITE A","Unit","Flat","3899210","145.23","145.23","2 B/R","B1-119","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","",""
"41-8991-2026","2026-07-01 12:23:39","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2330000","144.19","144.19","","","","","","0","0","","DAMAC LAGOONS - NICE 1"
"41-8992-2026","2026-07-01 13:30:38","Sales","Delayed Sell","Ready","Free Hold","Residential","LIWAN","Unit","Flat","950000","74.48","74.48","1 B/R","G-40","","","IMG World Adventures","0","0","","Celine By Vision"
"41-8995-2026","2026-07-01 12:31:28","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2279050","121.27","121.27","3 B/R","P2-155,P2-156","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"41-8996-2026","2026-07-01 12:59:19","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3250000","219.84","219.84","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"41-8997-2026","2026-07-01 13:55:05","Sales","Delayed Sell","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","3363000","157.48","157.48","3 B/R","P1-149, P1-150","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland - Crest Grande"
